leaf,kernel,mode,radius,L,neighbours,count,total,key,threshold,maxPointsLeaf
95948,sphere,polar,1,0.976621,0,13,36,0,16,128
95949,sphere,polar,1,0.976621,0,13,48,0,16,128
95924,sphere,polar,1,0.976621,0,0,25,0,16,128
95929,sphere,polar,1,0.976621,0,1,40,0,16,128
94866,sphere,polar,1,3.90648,0,0,28,0,16,128
94855,sphere,polar,1,1.95324,0,0,95,0,16,128
181514,sphere,polar,1,3.90648,1,9,24,0,16,128
181618,sphere,polar,1,1.95324,8,8,17,0,16,128
181622,sphere,polar,1,1.95324,3,3,27,0,16,128
181603,sphere,polar,1,0.976621,13,15,104,0,16,128
181613,sphere,polar,1,0.976621,14,15,49,0,16,128
246750,sphere,polar,1,3.90648,0,32,46,0,16,128
246661,sphere,polar,1,0.976621,42,67,67,0,16,128
246662,sphere,polar,1,0.976621,19,19,80,0,16,128
246667,sphere,polar,1,0.976621,0,11,75,0,16,128
246668,sphere,polar,1,0.976621,0,14,66,0,16,128
246653,sphere,polar,1,0.976621,15,19,45,0,16,128
246656,sphere,polar,1,0.976621,0,2,37,0,16,128
246657,sphere,polar,1,0.976621,0,10,64,0,16,128
246660,sphere,polar,1,0.976621,33,68,68,0,16,128
458295,sphere,polar,1,3.90648,0,0,30,0,16,128
457944,sphere,polar,1,3.90648,0,0,73,0,16,128
458036,sphere,polar,1,1.95324,0,10,92,0,16,128
458022,sphere,polar,1,0.976621,51,64,64,0,16,128
458026,sphere,polar,1,0.488311,0,6,32,0,16,128
458015,sphere,polar,1,0.488311,5,12,36,0,16,128
458016,sphere,polar,1,0.488311,3,10,33,0,16,128
457966,sphere,polar,1,0.976621,62,87,87,0,16,128
457950,sphere,polar,1,0.976621,0,12,116,0,16,128
277941,sphere,polar,1,1.95324,0,9,54,0,16,128
277942,sphere,polar,1,1.95324,0,4,27,0,16,128
277945,sphere,polar,1,1.95324,0,4,31,0,16,128
277946,sphere,polar,1,1.95324,1,2,18,0,16,128
277923,sphere,polar,1,1.95324,0,8,42,0,16,128
277924,sphere,polar,1,1.95324,5,18,102,0,16,128
277925,sphere,polar,1,1.95324,7,11,76,0,16,128
277919,sphere,polar,1,1.95324,0,10,43,0,16,128
277920,sphere,polar,1,1.95324,0,10,29,0,16,128
277922,sphere,polar,1,1.95324,0,1,25,0,16,128
277892,sphere,polar,1,1.95324,0,0,34,0,16,128
277893,sphere,polar,1,1.95324,3,3,29,0,16,128
277896,sphere,polar,1,1.95324,0,0,34,0,16,128
277897,sphere,polar,1,1.95324,0,0,39,0,16,128
277760,sphere,polar,1,1.95324,0,9,52,0,16,128
277759,sphere,polar,1,1.95324,0,7,37,0,16,128
277544,sphere,polar,1,1.95324,0,5,38,0,16,128
277543,sphere,polar,1,1.95324,0,7,22,0,16,128
220809,sphere,polar,1,1.95324,12,37,37,0,16,128
220814,sphere,polar,1,0.976621,34,96,96,0,16,128
220817,sphere,polar,1,0.976621,0,9,82,0,16,128
220401,sphere,polar,1,3.90648,6,18,58,0,16,128
22511,sphere,polar,1,3.90648,0,16,74,0,16,128
21879,sphere,polar,1,1.95324,0,17,97,0,16,128
21650,sphere,polar,1,1.95324,6,12,117,0,16,128
21651,sphere,polar,1,1.95324,0,9,85,0,16,128
21652,sphere,polar,1,1.95324,0,0,61,0,16,128
21642,sphere,polar,1,0.976621,19,26,26,0,16,128
21616,sphere,polar,1,0.976621,4,14,43,0,16,128
21617,sphere,polar,1,0.976621,4,16,41,0,16,128
21622,sphere,polar,1,0.976621,17,30,30,0,16,128
21623,sphere,polar,1,0.976621,29,49,49,0,16,128
21608,sphere,polar,1,0.976621,0,13,31,0,16,128
21611,sphere,polar,1,0.976621,1,4,19,0,16,128
21612,sphere,polar,1,0.976621,0,2,19,0,16,128
21615,sphere,polar,1,0.976621,0,2,18,0,16,128
21603,sphere,polar,1,0.976621,2,17,29,0,16,128
21592,sphere,polar,1,0.976621,7,17,17,0,16,128
21598,sphere,polar,1,0.976621,0,0,18,0,16,128
21599,sphere,polar,1,0.976621,0,0,18,0,16,128
394370,sphere,polar,1,1.95324,0,10,24,0,16,128
394366,sphere,polar,1,0.976621,0,2,51,0,16,128
394342,sphere,polar,1,1.95324,19,26,63,0,16,128
394352,sphere,polar,1,1.95324,17,18,54,0,16,128
394347,sphere,polar,1,0.976621,3,19,19,0,16,128
394350,sphere,polar,1,0.976621,6,51,51,0,16,128
394271,sphere,polar,1,1.95324,0,6,25,0,16,128
394272,sphere,polar,1,1.95324,0,47,101,0,16,128
177909,sphere,polar,1,3.90648,0,0,17,0,16,128
177892,sphere,polar,1,1.95324,0,1,33,0,16,128
177895,sphere,polar,1,1.95324,0,1,48,0,16,128
177846,sphere,polar,1,1.95324,12,30,116,0,16,128
177853,sphere,polar,1,0.976621,1,13,80,0,16,128
177854,sphere,polar,1,0.976621,1,13,55,0,16,128
177741,sphere,polar,1,1.95324,35,48,126,0,16,128
177781,sphere,polar,1,0.976621,52,104,104,0,16,128
177798,sphere,polar,1,0.976621,15,27,98,0,16,128
366352,sphere,polar,1,1.95324,0,44,44,0,16,128
366074,sphere,polar,1,0.976621,3,22,118,0,16,128
366075,sphere,polar,1,0.976621,41,43,112,0,16,128
366076,sphere,polar,1,0.488311,16,27,27,0,16,128
366077,sphere,polar,1,0.488311,4,9,34,0,16,128
366078,sphere,polar,1,0.488311,3,11,36,0,16,128
366079,sphere,polar,1,0.488311,35,35,35,0,16,128
366070,sphere,polar,1,0.488311,8,10,32,0,16,128
439935,sphere,polar,1,3.90648,0,0,19,0,16,128
440030,sphere,polar,1,0.976621,38,45,45,0,16,128
440033,sphere,polar,1,0.976621,2,16,114,0,16,128
440034,sphere,polar,1,0.976621,2,11,35,0,16,128
440044,sphere,polar,1,0.976621,77,114,114,0,16,128
440037,sphere,polar,1,0.488311,1,8,29,0,16,128
440042,sphere,polar,1,0.488311,2,12,38,0,16,128
89430,sphere,polar,1,0.488311,7,9,32,0,16,128
89431,sphere,polar,1,0.488311,3,10,32,0,16,128
89420,sphere,polar,1,0.488311,26,36,36,0,16,128
89421,sphere,polar,1,0.488311,32,32,32,0,16,128
89422,sphere,polar,1,0.488311,23,34,34,0,16,128
89423,sphere,polar,1,0.488311,12,14,34,0,16,128
89413,sphere,polar,1,0.488311,1,7,39,0,16,128
89414,sphere,polar,1,0.488311,2,8,32,0,16,128
340321,sphere,polar,1,3.90648,0,15,68,0,16,128
340308,sphere,polar,1,1.95324,3,20,20,0,16,128
340300,sphere,polar,1,0.976621,0,2,53,0,16,128
340301,sphere,polar,1,0.976621,16,47,47,0,16,128
340304,sphere,polar,1,0.976621,0,9,24,0,16,128
340305,sphere,polar,1,0.976621,13,17,24,0,16,128
340306,sphere,polar,1,0.976621,42,47,47,0,16,128
340307,sphere,polar,1,0.976621,7,17,45,0,16,128
359041,sphere,polar,1,1.95324,13,16,21,0,16,128
359042,sphere,polar,1,1.95324,32,35,68,0,16,128
359045,sphere,polar,1,1.95324,0,10,55,0,16,128
359046,sphere,polar,1,1.95324,0,2,40,0,16,128
358950,sphere,polar,1,1.95324,0,1,33,0,16,128
358951,sphere,polar,1,1.95324,0,1,20,0,16,128
358954,sphere,polar,1,1.95324,25,40,84,0,16,128
358955,sphere,polar,1,1.95324,1,12,36,0,16,128
358944,sphere,polar,1,1.95324,0,7,57,0,16,128
280137,sphere,polar,1,1.95324,1,14,78,0,16,128
280130,sphere,polar,1,0.976621,1,23,23,0,16,128
280109,sphere,polar,1,0.976621,11,29,29,0,16,128
280110,sphere,polar,1,0.976621,2,27,27,0,16,128
280099,sphere,polar,1,0.976621,1,4,22,0,16,128
280100,sphere,polar,1,0.976621,9,33,95,0,16,128
280101,sphere,polar,1,0.976621,0,19,104,0,16,128
280073,sphere,polar,1,1.95324,16,22,56,0,16,128
280074,sphere,polar,1,1.95324,25,30,104,0,16,128
280093,sphere,polar,1,1.95324,4,17,110,0,16,128
280094,sphere,polar,1,1.95324,0,1,26,0,16,128
279585,sphere,polar,1,1.95324,0,6,54,0,16,128
279586,sphere,polar,1,1.95324,0,1,28,0,16,128
279589,sphere,polar,1,1.95324,2,3,41,0,16,128
279590,sphere,polar,1,1.95324,13,32,75,0,16,128
279515,sphere,polar,1,1.95324,0,10,53,0,16,128
279516,sphere,polar,1,1.95324,10,33,113,0,16,128
279479,sphere,polar,1,1.95324,8,18,100,0,16,128
279482,sphere,polar,1,1.95324,0,25,69,0,16,128
279471,sphere,polar,1,1.95324,11,18,42,0,16,128
279474,sphere,polar,1,1.95324,35,38,74,0,16,128
76143,sphere,polar,1,0.976621,0,1,39,0,16,128
76108,sphere,polar,1,0.976621,0,3,22,0,16,128
76115,sphere,polar,1,0.976621,0,0,33,0,16,128
76064,sphere,polar,1,1.95324,0,0,127,0,16,128
76066,sphere,polar,1,1.95324,14,39,121,0,16,128
76068,sphere,polar,1,0.488311,22,28,28,0,16,128
76072,sphere,polar,1,0.488311,0,3,23,0,16,128
76024,sphere,polar,1,0.976621,19,27,77,0,16,128
76011,sphere,polar,1,0.976621,42,46,126,0,16,128
210129,sphere,polar,1,0.488311,10,20,20,0,16,128
210130,sphere,polar,1,0.488311,13,20,20,0,16,128
210132,sphere,polar,1,0.488311,4,9,30,0,16,128
210133,sphere,polar,1,0.488311,3,6,20,0,16,128
210120,sphere,polar,1,0.488311,24,34,34,0,16,128
210126,sphere,polar,1,0.488311,2,5,21,0,16,128
201483,sphere,polar,1,1.95324,0,4,79,0,16,128
201484,sphere,polar,1,0.976621,2,22,56,0,16,128
201487,sphere,polar,1,0.976621,13,25,112,0,16,128
201024,sphere,polar,1,1.95324,0,1,38,0,16,128
76953,sphere,polar,1,0.976621,6,23,94,0,16,128
76933,sphere,polar,1,0.976621,0,0,38,0,16,128
75989,sphere,polar,1,1.95324,54,79,121,0,16,128
75990,sphere,polar,1,0.976621,5,16,88,0,16,128
76004,sphere,polar,1,0.976621,48,73,73,0,16,128
49220,sphere,polar,1,3.90648,0,5,30,0,16,128
49218,sphere,polar,1,1.95324,0,119,119,0,16,128
49208,sphere,polar,1,0.976621,0,18,60,0,16,128
49209,sphere,polar,1,0.976621,0,18,55,0,16,128
49211,sphere,polar,1,0.488311,3,8,25,0,16,128
49212,sphere,polar,1,0.488311,19,21,21,0,16,128
49215,sphere,polar,1,0.488311,30,33,33,0,16,128
49216,sphere,polar,1,0.488311,3,11,32,0,16,128
49202,sphere,polar,1,0.488311,20,31,31,0,16,128
49204,sphere,polar,1,0.488311,8,18,18,0,16,128
45767,sphere,polar,1,0.488311,0,5,34,0,16,128
27411,sphere,polar,1,1.95324,0,17,68,0,16,128
27384,sphere,polar,1,1.95324,1,2,67,0,16,128
27385,sphere,polar,1,1.95324,3,7,82,0,16,128
27380,sphere,polar,1,1.95324,3,3,52,0,16,128
27383,sphere,polar,1,1.95324,1,8,70,0,16,128
27371,sphere,polar,1,1.95324,2,3,41,0,16,128
25097,sphere,polar,1,1.95324,0,11,37,0,16,128
25085,sphere,polar,1,1.95324,2,7,26,0,16,128
25088,sphere,polar,1,1.95324,0,14,35,0,16,128
25077,sphere,polar,1,1.95324,1,11,74,0,16,128
25084,sphere,polar,1,1.95324,1,7,36,0,16,128
236771,sphere,polar,1,1.95324,0,51,51,0,16,128
236760,sphere,polar,1,1.95324,1,33,33,0,16,128
236761,sphere,polar,1,1.95324,13,80,80,0,16,128
217066,sphere,polar,1,0.976621,7,15,30,0,16,128
217067,sphere,polar,1,0.976621,49,110,110,0,16,128
397168,sphere,polar,1,7.81297,0,0,105,0,16,128
397017,sphere,polar,1,0.976621,5,6,26,0,16,128
397019,sphere,polar,1,0.976621,7,18,123,0,16,128
397020,sphere,polar,1,0.976621,35,36,110,0,16,128
397021,sphere,polar,1,0.976621,33,62,62,0,16,128
397028,sphere,polar,1,0.488311,14,15,38,0,16,128
397029,sphere,polar,1,0.488311,0,5,30,0,16,128
362569,sphere,polar,1,3.90648,0,13,106,0,16,128
157118,sphere,polar,1,0.488311,23,35,35,0,16,128
157119,sphere,polar,1,0.488311,29,32,32,0,16,128
157103,sphere,polar,1,0.488311,0,5,18,0,16,128
156766,sphere,polar,1,0.976621,0,0,19,0,16,128
156775,sphere,polar,1,0.488311,25,26,26,0,16,128
156777,sphere,polar,1,0.488311,0,7,24,0,16,128
156778,sphere,polar,1,0.488311,18,18,18,0,16,128
156781,sphere,polar,1,0.488311,0,6,35,0,16,128
156782,sphere,polar,1,0.488311,19,33,33,0,16,128
156771,sphere,polar,1,0.488311,1,5,29,0,16,128
280944,sphere,polar,1,0.488311,0,8,28,0,16,128
280945,sphere,polar,1,0.488311,1,15,34,0,16,128
280946,sphere,polar,1,0.488311,32,32,32,0,16,128
280947,sphere,polar,1,0.488311,4,9,28,0,16,128
280925,sphere,polar,1,0.488311,8,8,35,0,16,128
245711,sphere,polar,1,1.95324,1,5,110,0,16,128
245712,sphere,polar,1,0.976621,40,46,126,0,16,128
245713,sphere,polar,1,0.976621,7,21,116,0,16,128
69931,sphere,polar,1,1.95324,0,33,33,0,16,128
69921,sphere,polar,1,1.95324,1,78,78,0,16,128
69881,sphere,polar,1,3.90648,0,2,27,0,16,128
69890,sphere,polar,1,0.976621,23,33,87,0,16,128
69891,sphere,polar,1,0.976621,0,20,75,0,16,128
69894,sphere,polar,1,0.976621,7,26,104,0,16,128
69898,sphere,polar,1,0.488311,12,13,35,0,16,128
69899,sphere,polar,1,0.488311,0,10,31,0,16,128
69900,sphere,polar,1,0.488311,28,32,32,0,16,128
330112,sphere,polar,1,1.95324,18,28,93,0,16,128
330115,sphere,polar,1,1.95324,4,25,58,0,16,128
330128,sphere,polar,1,0.976621,7,13,33,0,16,128
330129,sphere,polar,1,0.976621,3,10,42,0,16,128
330130,sphere,polar,1,0.976621,21,27,27,0,16,128
330131,sphere,polar,1,0.976621,17,27,27,0,16,128
330093,sphere,polar,1,1.95324,0,0,126,0,16,128
330111,sphere,polar,1,1.95324,1,6,70,0,16,128
330096,sphere,polar,1,0.976621,0,0,44,0,16,128
330097,sphere,polar,1,0.976621,0,0,62,0,16,128
330098,sphere,polar,1,0.976621,0,17,38,0,16,128
330099,sphere,polar,1,0.976621,2,14,45,0,16,128
330088,sphere,polar,1,0.976621,0,4,17,0,16,128
329961,sphere,polar,1,1.95324,0,0,120,0,16,128
329955,sphere,polar,1,0.976621,0,0,23,0,16,128
329958,sphere,polar,1,0.976621,4,30,30,0,16,128
329959,sphere,polar,1,0.976621,0,22,22,0,16,128
301703,sphere,polar,1,0.976621,3,7,27,0,16,128
301713,sphere,polar,1,0.976621,3,22,125,0,16,128
301714,sphere,polar,1,0.976621,32,35,128,0,16,128
301724,sphere,polar,1,0.976621,21,23,24,0,16,128
301716,sphere,polar,1,0.488311,15,32,32,0,16,128
301717,sphere,polar,1,0.488311,27,27,27,0,16,128
301720,sphere,polar,1,0.488311,0,6,39,0,16,128
301721,sphere,polar,1,0.488311,0,9,30,0,16,128
301710,sphere,polar,1,0.488311,8,12,24,0,16,128
10171,sphere,polar,1,3.90648,0,0,56,0,16,128
10111,sphere,polar,1,0.976621,56,66,126,0,16,128
10083,sphere,polar,1,0.976621,5,23,103,0,16,128
10072,sphere,polar,1,0.488311,0,10,39,0,16,128
10073,sphere,polar,1,0.488311,33,34,34,0,16,128
10074,sphere,polar,1,0.488311,19,30,30,0,16,128
9733,sphere,polar,1,1.95324,2,3,49,0,16,128
9744,sphere,polar,1,0.976621,2,3,25,0,16,128
9737,sphere,polar,1,0.488311,3,5,27,0,16,128
122537,sphere,polar,1,7.81297,0,0,69,0,16,128
26418,sphere,polar,1,1.95324,0,4,88,0,16,128
26528,sphere,polar,1,0.976621,0,18,109,0,16,128
26522,sphere,polar,1,0.488311,0,6,33,0,16,128
26523,sphere,polar,1,0.488311,8,13,37,0,16,128
26431,sphere,polar,1,0.976621,18,24,94,0,16,128
26432,sphere,polar,1,0.976621,76,123,123,0,16,128
26425,sphere,polar,1,0.976621,20,25,25,0,16,128
26426,sphere,polar,1,0.976621,8,9,55,0,16,128
452015,sphere,polar,1,1.95324,0,0,24,0,16,128
451263,sphere,polar,1,0.976621,0,16,57,0,16,128
451252,sphere,polar,1,0.488311,18,33,33,0,16,128
451259,sphere,polar,1,0.488311,13,30,30,0,16,128
451219,sphere,polar,1,0.976621,79,119,119,0,16,128
451215,sphere,polar,1,0.976621,0,16,78,0,16,128
451218,sphere,polar,1,0.976621,7,23,23,0,16,128
451070,sphere,polar,1,1.95324,0,0,23,0,16,128
451061,sphere,polar,1,3.90648,0,9,104,0,16,128
336437,sphere,polar,1,0.488311,19,39,39,0,16,128
336440,sphere,polar,1,0.488311,0,8,35,0,16,128
336432,sphere,polar,1,0.488311,5,10,31,0,16,128
336390,sphere,polar,1,0.976621,40,52,52,0,16,128
336391,sphere,polar,1,0.976621,21,28,96,0,16,128
336401,sphere,polar,1,0.976621,7,10,60,0,16,128
336402,sphere,polar,1,0.976621,30,97,97,0,16,128
383432,sphere,polar,1,3.90648,38,51,63,0,16,128
383453,sphere,polar,1,3.90648,0,3,47,0,16,128
383131,sphere,polar,1,3.90648,0,7,19,0,16,128
383145,sphere,polar,1,3.90648,11,25,39,0,16,128
433980,sphere,polar,1,7.81297,0,0,101,0,16,128
433352,sphere,polar,1,0.488311,16,28,28,0,16,128
433353,sphere,polar,1,0.488311,3,10,38,0,16,128
433354,sphere,polar,1,0.488311,11,13,36,0,16,128
433343,sphere,polar,1,0.488311,0,7,38,0,16,128
433350,sphere,polar,1,0.488311,7,13,38,0,16,128
433113,sphere,polar,1,0.488311,0,8,31,0,16,128
433111,sphere,polar,1,0.488311,7,11,27,0,16,128
433112,sphere,polar,1,0.488311,25,33,33,0,16,128
104346,sphere,polar,1,3.90648,14,15,106,0,16,128
104347,sphere,polar,1,3.90648,0,0,63,0,16,128
103994,sphere,polar,1,1.95324,0,0,39,0,16,128
103995,sphere,polar,1,1.95324,0,2,79,0,16,128
103996,sphere,polar,1,1.95324,0,5,72,0,16,128
103997,sphere,polar,1,1.95324,6,13,68,0,16,128
103975,sphere,polar,1,1.95324,0,12,50,0,16,128
103976,sphere,polar,1,1.95324,0,0,59,0,16,128
101175,sphere,polar,1,1.95324,1,23,97,0,16,128
101182,sphere,polar,1,1.95324,0,0,33,0,16,128
101171,sphere,polar,1,1.95324,5,16,81,0,16,128
101172,sphere,polar,1,1.95324,0,1,47,0,16,128
101173,sphere,polar,1,1.95324,0,1,64,0,16,128
101174,sphere,polar,1,1.95324,3,12,84,0,16,128
101018,sphere,polar,1,3.90648,7,10,68,0,16,128
101020,sphere,polar,1,1.95324,6,17,20,0,16,128
409,sphere,polar,1,0.976621,12,26,109,0,16,128
410,sphere,polar,1,0.976621,10,17,58,0,16,128
392,sphere,polar,1,0.976621,10,51,124,0,16,128
388,sphere,polar,1,0.488311,7,10,36,0,16,128
391,sphere,polar,1,0.488311,29,32,32,0,16,128
379,sphere,polar,1,0.976621,2,3,34,0,16,128
380,sphere,polar,1,0.976621,3,7,58,0,16,128
88712,sphere,polar,1,7.81297,0,0,78,0,16,128
88573,sphere,polar,1,0.976621,9,24,24,0,16,128
88576,sphere,polar,1,0.976621,0,12,121,0,16,128
88571,sphere,polar,1,0.976621,0,13,96,0,16,128
88572,sphere,polar,1,0.976621,88,101,101,0,16,128
88518,sphere,polar,1,1.95324,0,17,48,0,16,128
88517,sphere,polar,1,0.976621,0,5,90,0,16,128
87621,sphere,polar,1,1.95324,0,13,55,0,16,128
87622,sphere,polar,1,0.976621,1,11,63,0,16,128
462573,sphere,polar,1,1.95324,22,53,78,0,16,128
462422,sphere,polar,1,0.976621,6,22,111,0,16,128
462425,sphere,polar,1,0.976621,93,111,111,0,16,128
462426,sphere,polar,1,0.976621,2,17,47,0,16,128
462427,sphere,polar,1,0.976621,0,3,98,0,16,128
89627,sphere,polar,1,3.90648,0,0,98,0,16,128
89513,sphere,polar,1,0.488311,14,24,24,0,16,128
89514,sphere,polar,1,0.488311,0,9,29,0,16,128
89401,sphere,polar,1,0.488311,15,15,39,0,16,128
89405,sphere,polar,1,0.488311,0,1,18,0,16,128
89406,sphere,polar,1,0.488311,2,8,20,0,16,128
89407,sphere,polar,1,0.488311,7,16,26,0,16,128
89398,sphere,polar,1,1.95324,0,0,106,0,16,128
89394,sphere,polar,1,0.976621,0,2,32,0,16,128
89397,sphere,polar,1,0.976621,25,32,116,0,16,128
89304,sphere,polar,1,0.488311,4,8,26,0,16,128
287446,sphere,polar,1,0.488311,20,33,33,0,16,128
287447,sphere,polar,1,0.488311,6,13,40,0,16,128
287435,sphere,polar,1,0.488311,8,12,32,0,16,128
287427,sphere,polar,1,0.488311,3,7,36,0,16,128
287432,sphere,polar,1,0.488311,18,39,39,0,16,128
287419,sphere,polar,1,0.488311,1,8,31,0,16,128
287420,sphere,polar,1,0.488311,15,16,36,0,16,128
287424,sphere,polar,1,0.488311,7,14,39,0,16,128
142262,sphere,polar,1,0.488311,0,10,27,0,16,128
142253,sphere,polar,1,0.488311,12,12,24,0,16,128
142257,sphere,polar,1,0.488311,0,3,18,0,16,128
142240,sphere,polar,1,0.488311,7,7,20,0,16,128
142242,sphere,polar,1,0.488311,2,6,24,0,16,128
142236,sphere,polar,1,0.488311,5,7,17,0,16,128
142237,sphere,polar,1,0.488311,22,24,24,0,16,128
142036,sphere,polar,1,3.90648,0,0,55,0,16,128
285335,sphere,polar,1,7.81297,0,0,33,0,16,128
284718,sphere,polar,1,0.976621,94,125,125,0,16,128
284735,sphere,polar,1,0.976621,7,24,67,0,16,128
284383,sphere,polar,1,0.488311,2,11,33,0,16,128
284386,sphere,polar,1,0.488311,6,14,35,0,16,128
256220,sphere,polar,1,3.90648,0,0,21,0,16,128
251383,sphere,polar,1,3.90648,0,0,118,0,16,128
251384,sphere,polar,1,3.90648,0,0,40,0,16,128
251395,sphere,polar,1,1.95324,38,39,83,0,16,128
251398,sphere,polar,1,1.95324,1,1,40,0,16,128
251386,sphere,polar,1,1.95324,5,8,53,0,16,128
251387,sphere,polar,1,1.95324,2,10,42,0,16,128
251345,sphere,polar,1,1.95324,0,8,65,0,16,128
3182,sphere,polar,1,0.976621,0,0,29,0,16,128
3183,sphere,polar,1,0.976621,2,25,118,0,16,128
3193,sphere,polar,1,0.976621,0,3,52,0,16,128
3194,sphere,polar,1,0.976621,7,25,99,0,16,128
3184,sphere,polar,1,0.488311,26,40,40,0,16,128
3187,sphere,polar,1,0.488311,36,39,39,0,16,128
3188,sphere,polar,1,0.488311,32,36,36,0,16,128
3191,sphere,polar,1,0.488311,19,36,36,0,16,128
238336,sphere,polar,1,3.90648,4,57,117,0,16,128
238331,sphere,polar,1,0.976621,10,15,74,0,16,128
238005,sphere,polar,1,0.976621,7,17,62,0,16,128
237996,sphere,polar,1,0.976621,6,13,64,0,16,128
203167,sphere,polar,1,3.90648,15,33,70,0,16,128
203411,sphere,polar,1,1.95324,25,40,117,0,16,128
203347,sphere,polar,1,1.95324,0,0,22,0,16,128
203295,sphere,polar,1,0.976621,14,31,74,0,16,128
203294,sphere,polar,1,0.976621,24,26,86,0,16,128
25187,sphere,polar,1,0.976621,4,9,22,0,16,128
25190,sphere,polar,1,0.976621,0,10,28,0,16,128
23410,sphere,polar,1,3.90648,0,0,74,0,16,128
23423,sphere,polar,1,1.95324,36,51,96,0,16,128
23418,sphere,polar,1,0.976621,12,41,41,0,16,128
23419,sphere,polar,1,0.976621,18,27,110,0,16,128
11201,sphere,polar,1,1.95324,0,14,56,0,16,128
11190,sphere,polar,1,0.976621,23,48,48,0,16,128
10144,sphere,polar,1,1.95324,0,0,19,0,16,128
10154,sphere,polar,1,0.976621,0,3,53,0,16,128
10156,sphere,polar,1,0.976621,0,3,17,0,16,128
10157,sphere,polar,1,0.976621,2,16,71,0,16,128
135740,sphere,polar,1,1.95324,0,0,57,0,16,128
135743,sphere,polar,1,1.95324,0,0,122,0,16,128
135731,sphere,polar,1,1.95324,25,42,64,0,16,128
135720,sphere,polar,1,1.95324,35,59,124,0,16,128
135730,sphere,polar,1,1.95324,28,52,52,0,16,128
135714,sphere,polar,1,1.95324,0,23,93,0,16,128
255927,sphere,polar,1,3.90648,20,41,93,0,16,128
255928,sphere,polar,1,3.90648,9,16,30,0,16,128
251401,sphere,polar,1,3.90648,30,54,120,0,16,128
251402,sphere,polar,1,3.90648,3,53,113,0,16,128
251403,sphere,polar,1,3.90648,4,27,57,0,16,128
251404,sphere,polar,1,3.90648,12,33,81,0,16,128
284778,sphere,polar,1,0.976621,4,6,23,0,16,128
284780,sphere,polar,1,0.976621,4,22,113,0,16,128
284781,sphere,polar,1,0.976621,18,27,116,0,16,128
284782,sphere,polar,1,0.976621,55,118,118,0,16,128
284789,sphere,polar,1,0.488311,14,27,27,0,16,128
284790,sphere,polar,1,0.488311,3,6,22,0,16,128
192950,sphere,polar,1,1.95324,0,1,54,0,16,128
192885,sphere,polar,1,1.95324,0,0,21,0,16,128
191619,sphere,polar,1,1.95324,0,17,57,0,16,128
191600,sphere,polar,1,1.95324,1,20,74,0,16,128
191309,sphere,polar,1,1.95324,6,13,55,0,16,128
191312,sphere,polar,1,1.95324,7,8,58,0,16,128
191298,sphere,polar,1,1.95324,14,15,35,0,16,128
191303,sphere,polar,1,1.95324,6,10,34,0,16,128
191290,sphere,polar,1,1.95324,0,0,43,0,16,128
191295,sphere,polar,1,1.95324,4,4,68,0,16,128
191279,sphere,polar,1,1.95324,0,12,115,0,16,128
191280,sphere,polar,1,1.95324,0,10,58,0,16,128
115712,sphere,polar,1,7.81297,0,16,77,0,16,128
68640,sphere,polar,1,3.90648,0,0,75,0,16,128
68523,sphere,polar,1,0.976621,20,28,100,0,16,128
68524,sphere,polar,1,0.976621,1,18,68,0,16,128
68525,sphere,polar,1,0.976621,0,4,82,0,16,128
68526,sphere,polar,1,0.976621,10,10,60,0,16,128
68528,sphere,polar,1,0.976621,0,2,24,0,16,128
68529,sphere,polar,1,0.976621,4,20,128,0,16,128
68530,sphere,polar,1,0.976621,83,115,115,0,16,128
68388,sphere,polar,1,1.95324,0,21,21,0,16,128
21716,sphere,polar,1,0.976621,3,5,34,0,16,128
21717,sphere,polar,1,0.976621,0,1,31,0,16,128
21719,sphere,polar,1,0.976621,23,26,26,0,16,128
21706,sphere,polar,1,0.976621,0,1,18,0,16,128
21707,sphere,polar,1,0.976621,7,17,17,0,16,128
21711,sphere,polar,1,0.976621,0,16,100,0,16,128
21712,sphere,polar,1,0.976621,0,8,38,0,16,128
21692,sphere,polar,1,1.95324,0,42,88,0,16,128
12593,sphere,polar,1,3.90648,0,0,42,0,16,128
12587,sphere,polar,1,1.95324,3,40,88,0,16,128
136181,sphere,polar,1,1.95324,0,114,114,0,16,128
136159,sphere,polar,1,1.95324,12,118,118,0,16,128
136173,sphere,polar,1,0.976621,1,22,79,0,16,128
136176,sphere,polar,1,0.976621,25,33,82,0,16,128
136178,sphere,polar,1,0.976621,64,74,74,0,16,128
136179,sphere,polar,1,0.976621,6,21,70,0,16,128
